"UTC","LocalTime","Machine","User","PID","Basename","ActionId","Action","Info","Path","CommandLine"
"133485139389248847","12-31-2023 17:32:18","DESKTOP-RP0TC7B","ibtisam","9936","processgovernor.exe","85","(0x55) Config Profile Changed","Lasso config profile changed from default to onlineize","E:\data\development\shell\Process Lasso\Data\config\onlineize\prolasso.ini","<Not included by option>"
"133485139451557128","12-31-2023 17:32:25","DESKTOP-RP0TC7B","ibtisam","548","cmd.exe","21","(0x15) Process CPU affinity adjusted","0","c:\windows\syswow64\cmd.exe","<Not included by option>"
"133485139451557128","12-31-2023 17:32:25","DESKTOP-RP0TC7B","ibtisam","548","cmd.exe","22","(0x16) Process priority adjusted","Real time","c:\windows\syswow64\cmd.exe","<Not included by option>"
"133485139451557128","12-31-2023 17:32:25","DESKTOP-RP0TC7B","ibtisam","1472","cmd.exe","21","(0x15) Process CPU affinity adjusted","0","c:\windows\syswow64\cmd.exe","<Not included by option>"
"133485139451557128","12-31-2023 17:32:25","DESKTOP-RP0TC7B","ibtisam","1472","cmd.exe","22","(0x16) Process priority adjusted","Real time","c:\windows\syswow64\cmd.exe","<Not included by option>"
"133485139451557128","12-31-2023 17:32:25","DESKTOP-RP0TC7B","ibtisam","4320","cmd.exe","21","(0x15) Process CPU affinity adjusted","0","c:\windows\syswow64\cmd.exe","<Not included by option>"
"133485139451557128","12-31-2023 17:32:25","DESKTOP-RP0TC7B","ibtisam","4320","cmd.exe","22","(0x16) Process priority adjusted","Real time","c:\windows\syswow64\cmd.exe","<Not included by option>"
"133485139451557128","12-31-2023 17:32:25","DESKTOP-RP0TC7B","ibtisam","5220","cmd.exe","21","(0x15) Process CPU affinity adjusted","0","c:\windows\syswow64\cmd.exe","<Not included by option>"
"133485139451557128","12-31-2023 17:32:25","DESKTOP-RP0TC7B","ibtisam","5220","cmd.exe","22","(0x16) Process priority adjusted","Real time","c:\windows\syswow64\cmd.exe","<Not included by option>"
"133485139451557128","12-31-2023 17:32:25","DESKTOP-RP0TC7B","ibtisam","5796","cmd.exe","21","(0x15) Process CPU affinity adjusted","0","c:\windows\syswow64\cmd.exe","<Not included by option>"
"133485139451557128","12-31-2023 17:32:25","DESKTOP-RP0TC7B","ibtisam","5796","cmd.exe","22","(0x16) Process priority adjusted","Real time","c:\windows\syswow64\cmd.exe","<Not included by option>"
"133485139451557128","12-31-2023 17:32:25","DESKTOP-RP0TC7B","ibtisam","3884","cmd.exe","21","(0x15) Process CPU affinity adjusted","0","c:\windows\system32\cmd.exe","<Not included by option>"
"133485139451557128","12-31-2023 17:32:25","DESKTOP-RP0TC7B","ibtisam","3884","cmd.exe","22","(0x16) Process priority adjusted","Real time","c:\windows\system32\cmd.exe","<Not included by option>"
"133485139451557128","12-31-2023 17:32:25","DESKTOP-RP0TC7B","ibtisam","5328","cmd.exe","21","(0x15) Process CPU affinity adjusted","0","c:\windows\system32\cmd.exe","<Not included by option>"
"133485139451557128","12-31-2023 17:32:25","DESKTOP-RP0TC7B","ibtisam","5328","cmd.exe","22","(0x16) Process priority adjusted","Real time","c:\windows\system32\cmd.exe","<Not included by option>"
"133485139451557128","12-31-2023 17:32:25","DESKTOP-RP0TC7B","ibtisam","4140","cmd.exe","21","(0x15) Process CPU affinity adjusted","0","c:\windows\system32\cmd.exe","<Not included by option>"
"133485139451557128","12-31-2023 17:32:25","DESKTOP-RP0TC7B","ibtisam","4140","cmd.exe","22","(0x16) Process priority adjusted","Real time","c:\windows\system32\cmd.exe","<Not included by option>"
"133485139451557128","12-31-2023 17:32:25","DESKTOP-RP0TC7B","ibtisam","2840","googlechromeportable.exe","22","(0x16) Process priority adjusted","Above normal","g:\browsers\googlechromeportable\googlechromeportable.exe","<Not included by option>"
